dataset	cell	class	ngenes	reads
VASA published, mouse	068	multi	20	45
VASA published, mouse	068	single	1	107148
VASA published, mouse	068	single	2	3832
VASA published, mouse	068	single	3	150
VASA published, mouse	068	single	4	2
VASA published, mouse	068	single	18	3
VASA published, mouse	068	single	20	9
VASA published, mouse	070	multi	1	3797
VASA published, mouse	070	multi	2	4234
VASA published, mouse	070	multi	3	1634
VASA published, mouse	070	multi	4	2205
VASA published, mouse	070	multi	5	784
VASA published, mouse	070	multi	6	755
VASA published, mouse	070	multi	7	141
VASA published, mouse	070	multi	8	95
VASA published, mouse	070	multi	9	307
VASA published, mouse	070	multi	10	39
VASA published, mouse	070	multi	11	34
VASA published, mouse	070	multi	12	10
VASA published, mouse	070	multi	13	9
VASA published, mouse	070	multi	20	43
VASA published, mouse	070	single	1	100751
VASA published, mouse	070	single	2	3907
VASA published, mouse	070	single	3	183
VASA published, mouse	070	single	4	3
VASA published, mouse	070	single	6	1
VASA published, mouse	070	single	14	1
VASA published, mouse	070	single	20	4
VASA published, mouse	076	multi	1	8571
VASA published, mouse	076	multi	2	10554
VASA published, mouse	076	multi	3	4583
VASA published, mouse	076	multi	4	4110
VASA published, mouse	076	multi	5	1531
VASA published, mouse	076	multi	6	1553
VASA published, mouse	076	multi	7	455
VASA published, mouse	076	multi	8	252
VASA published, mouse	076	multi	9	482
VASA published, mouse	076	multi	10	91
VASA published, mouse	076	multi	11	48
VASA published, mouse	076	multi	12	13
VASA published, mouse	076	multi	13	30
VASA published, mouse	076	multi	15	1
VASA published, mouse	076	multi	18	19
VASA published, mouse	076	multi	20	23
VASA published, mouse	076	single	1	241367
VASA published, mouse	076	single	2	9063
VASA published, mouse	076	single	3	369
VASA published, mouse	076	single	4	4
VASA published, mouse	076	single	5	7
VASA published, mouse	076	single	6	9
VASA published, mouse	076	single	7	8
VASA published, mouse	076	single	8	7
VASA published, mouse	076	single	9	4
VASA published, mouse	076	single	10	8
VASA published, mouse	076	single	11	4
VASA published, mouse	076	single	13	7
VASA published, mouse	076	single	14	6
VASA published, mouse	076	single	15	8
VASA published, mouse	076	single	16	2
VASA published, mouse	076	single	17	1
VASA published, mouse	076	single	18	8
VASA published, mouse	076	single	19	6
VASA published, mouse	076	single	20	73
VASA published, mouse	078	multi	1	7140
VASA published, mouse	078	multi	2	9672
VASA published, mouse	078	multi	3	4481
VASA published, mouse	078	multi	4	4333
VASA published, mouse	078	multi	5	1422
VASA published, mouse	078	multi	6	1604
VASA published, mouse	078	multi	7	419
VASA published, mouse	078	multi	8	267
VASA published, mouse	078	multi	9	751
VASA published, mouse	078	multi	10	123
VASA published, mouse	078	multi	11	47
VASA published, mouse	078	multi	12	24
VASA published, mouse	078	multi	13	8
VASA published, mouse	078	multi	18	4
VASA published, mouse	078	multi	19	1
VASA published, mouse	078	multi	20	33
VASA published, mouse	078	single	1	213966
VASA published, mouse	078	single	2	8419
VASA published, mouse	078	single	3	398
VASA published, mouse	078	single	4	3
VASA published, mouse	078	single	8	1
VASA published, mouse	078	single	14	7
VASA published, mouse	078	single	15	6
VASA published, mouse	078	single	20	31
VASA published, mouse	080	multi	1	5742
VASA published, mouse	080	multi	2	8312
VASA published, mouse	080	multi	3	3820
VASA published, mouse	080	multi	4	4440
VASA published, mouse	080	multi	5	1320
VASA published, mouse	080	multi	6	1607
VASA published, mouse	080	multi	7	324
VASA published, mouse	080	multi	8	224
VASA published, mouse	080	multi	9	508
VASA published, mouse	080	multi	10	69
VASA published, mouse	080	multi	11	49
VASA published, mouse	080	multi	12	22
VASA published, mouse	080	multi	13	11
VASA published, mouse	080	multi	18	2
VASA published, mouse	080	multi	19	6
VASA published, mouse	080	multi	20	21
VASA published, mouse	080	single	1	187270
VASA published, mouse	080	single	2	6697
VASA published, mouse	080	single	3	257
VASA published, mouse	080	single	4	21
VASA published, mouse	080	single	16	1
VASA published, mouse	080	single	17	1
VASA published, mouse	080	single	19	12
VASA published, mouse	080	single	20	22
VASA published, mouse	082	multi	1	3348
VASA published, mouse	082	multi	2	4914
VASA published, mouse	082	multi	3	2547
VASA published, mouse	082	multi	4	1630
VASA published, mouse	082	multi	5	734
VASA published, mouse	082	multi	6	627
VASA published, mouse	082	multi	7	142
VASA published, mouse	082	multi	8	172
VASA published, mouse	082	multi	9	209
VASA published, mouse	082	multi	10	40
VASA published, mouse	082	multi	11	43
VASA published, mouse	082	multi	12	16
VASA published, mouse	082	multi	13	2
VASA published, mouse	082	multi	19	14
VASA published, mouse	082	multi	20	34
VASA published, mouse	082	single	1	80346
VASA published, mouse	082	single	2	2865
VASA published, mouse	082	single	3	105
VASA published, mouse	082	single	4	2
VASA published, mouse	082	single	20	8
VASA published, mouse	084	multi	1	2446
VASA published, mouse	084	multi	2	4053
VASA published, mouse	084	multi	3	1947
VASA published, mouse	084	multi	4	1231
VASA published, mouse	084	multi	5	615
VASA published, mouse	084	multi	6	499
VASA published, mouse	084	multi	7	186
VASA published, mouse	084	multi	8	176
VASA published, mouse	084	multi	9	185
VASA published, mouse	084	multi	10	38
VASA published, mouse	084	multi	11	33
VASA published, mouse	084	multi	12	15
VASA published, mouse	084	multi	14	1
VASA published, mouse	084	multi	17	1
VASA published, mouse	084	multi	18	5
VASA published, mouse	084	multi	20	24
VASA published, mouse	084	single	1	68575
VASA published, mouse	084	single	2	2791
VASA published, mouse	084	single	3	90
VASA published, mouse	084	single	11	5
VASA published, mouse	084	single	20	24
VASA published, mouse	086	multi	1	3477
VASA published, mouse	086	multi	2	5110
VASA published, mouse	086	multi	3	2532
VASA published, mouse	086	multi	4	1648
VASA published, mouse	086	multi	5	730
VASA published, mouse	086	multi	6	615
VASA published, mouse	086	multi	7	237
VASA published, mouse	086	multi	8	168
VASA published, mouse	086	multi	9	202
VASA published, mouse	086	multi	10	68
VASA published, mouse	086	multi	11	21
VASA published, mouse	086	multi	12	6
VASA published, mouse	086	multi	14	1
VASA published, mouse	086	multi	19	7
VASA published, mouse	086	multi	20	37
VASA published, mouse	086	single	1	104249
VASA published, mouse	086	single	2	3633
VASA published, mouse	086	single	3	106
VASA published, mouse	086	single	4	4
VASA published, mouse	086	single	12	1
VASA published, mouse	086	single	15	1
VASA published, mouse	086	single	20	5
VASA published, mouse	088	multi	1	9822
VASA published, mouse	088	multi	2	14687
VASA published, mouse	088	multi	3	6574
VASA published, mouse	088	multi	4	4839
VASA published, mouse	088	multi	5	2008
VASA published, mouse	088	multi	6	2180
VASA published, mouse	088	multi	7	656
VASA published, mouse	088	multi	8	457
VASA published, mouse	088	multi	9	535
VASA published, mouse	088	multi	10	129
VASA published, mouse	088	multi	11	91
VASA published, mouse	088	multi	12	50
VASA published, mouse	088	multi	13	5
VASA published, mouse	088	multi	14	4
VASA published, mouse	088	multi	15	1
VASA published, mouse	088	multi	17	6
VASA published, mouse	088	multi	18	15
VASA published, mouse	088	multi	19	12
VASA published, mouse	088	multi	20	85
VASA published, mouse	088	single	1	261325
VASA published, mouse	088	single	2	9610
VASA published, mouse	088	single	3	367
VASA published, mouse	088	single	4	9
VASA published, mouse	088	single	15	1
VASA published, mouse	088	single	18	1
VASA published, mouse	088	single	20	54
VASA published, mouse	090	multi	1	12662
VASA published, mouse	090	multi	2	17450
VASA published, mouse	090	multi	3	7752
VASA published, mouse	090	multi	4	10337
VASA published, mouse	090	multi	5	3208
VASA published, mouse	090	multi	6	3428
VASA published, mouse	090	multi	7	697
VASA published, mouse	090	multi	8	547
VASA published, mouse	090	multi	9	1303
VASA published, mouse	090	multi	10	166
VASA published, mouse	090	multi	11	90
VASA published, mouse	090	multi	12	13
VASA published, mouse	090	multi	13	20
VASA published, mouse	090	multi	14	4
VASA published, mouse	090	multi	15	1
VASA published, mouse	090	multi	18	1
VASA published, mouse	090	multi	19	3
VASA published, mouse	090	multi	20	58
VASA published, mouse	090	single	1	389550
VASA published, mouse	090	single	2	14942
VASA published, mouse	090	single	3	699
VASA published, mouse	090	single	4	50
VASA published, mouse	090	single	6	2
VASA published, mouse	090	single	7	3
VASA published, mouse	090	single	8	5
VASA published, mouse	090	single	9	1
VASA published, mouse	090	single	10	2
VASA published, mouse	090	single	11	10
VASA published, mouse	090	single	12	5
VASA published, mouse	090	single	14	2
VASA published, mouse	090	single	20	42
VASA published, mouse	092	multi	1	7569
VASA published, mouse	092	multi	2	11303
VASA published, mouse	092	multi	3	5297
VASA published, mouse	092	multi	4	3537
VASA published, mouse	092	multi	5	1493
VASA published, mouse	092	multi	6	1564
VASA published, mouse	092	multi	7	443
VASA published, mouse	092	multi	8	359
VASA published, mouse	092	multi	9	417
VASA published, mouse	092	multi	10	121
VASA published, mouse	092	multi	11	43
VASA published, mouse	092	multi	12	17
VASA published, mouse	092	multi	13	1
VASA published, mouse	092	multi	14	1
VASA published, mouse	092	multi	15	1
VASA published, mouse	092	multi	18	5
VASA published, mouse	092	multi	19	13
VASA published, mouse	092	multi	20	55
VASA published, mouse	092	single	1	212565
VASA published, mouse	092	single	2	7606
VASA published, mouse	092	single	3	288
VASA published, mouse	092	single	4	3
VASA published, mouse	092	single	14	5
VASA published, mouse	092	single	20	35
VASA published, mouse	094	multi	1	6308
VASA published, mouse	094	multi	2	9363
VASA published, mouse	094	multi	3	4148
VASA published, mouse	094	multi	4	3018
VASA published, mouse	094	multi	5	1315
VASA published, mouse	094	multi	6	1338
VASA published, mouse	094	multi	7	380
VASA published, mouse	094	multi	8	377
VASA published, mouse	094	multi	9	471
VASA published, mouse	094	multi	10	106
VASA published, mouse	094	multi	11	28
VASA published, mouse	094	multi	12	22
VASA published, mouse	094	multi	13	4
VASA published, mouse	094	multi	18	3
VASA published, mouse	094	multi	19	1
VASA published, mouse	094	multi	20	36
VASA published, mouse	094	single	1	199513
VASA published, mouse	094	single	2	7205
VASA published, mouse	094	single	3	253
VASA published, mouse	094	single	4	4
VASA published, mouse	094	single	12	2
VASA published, mouse	094	single	14	4
VASA published, mouse	094	single	17	4
VASA published, mouse	094	single	18	1
VASA published, mouse	094	single	20	22
VASA published, mouse	098	multi	1	3406
VASA published, mouse	098	multi	2	5273
VASA published, mouse	098	multi	3	3044
VASA published, mouse	098	multi	4	2073
VASA published, mouse	098	multi	5	1008
VASA published, mouse	098	multi	6	795
VASA published, mouse	098	multi	7	282
VASA published, mouse	098	multi	8	270
VASA published, mouse	098	multi	9	202
VASA published, mouse	098	multi	10	97
VASA published, mouse	098	multi	11	32
VASA published, mouse	098	multi	12	10
VASA published, mouse	098	multi	13	7
VASA published, mouse	098	multi	14	1
VASA published, mouse	098	multi	16	1
VASA published, mouse	098	multi	18	3
VASA published, mouse	098	multi	19	1
VASA published, mouse	098	multi	20	43
VASA published, mouse	098	single	1	71218
VASA published, mouse	098	single	2	3295
VASA published, mouse	098	single	3	107
VASA published, mouse	098	single	4	4
VASA published, mouse	098	single	16	3
VASA published, mouse	100	multi	1	8442
VASA published, mouse	100	multi	2	12803
VASA published, mouse	100	multi	3	5830
VASA published, mouse	100	multi	4	6125
VASA published, mouse	100	multi	5	2184
VASA published, mouse	100	multi	6	2007
VASA published, mouse	100	multi	7	515
VASA published, mouse	100	multi	8	385
VASA published, mouse	100	multi	9	814
VASA published, mouse	100	multi	10	122
VASA published, mouse	100	multi	11	41
VASA published, mouse	100	multi	12	20
VASA published, mouse	100	multi	13	6
VASA published, mouse	100	multi	14	1
VASA published, mouse	100	multi	15	5
VASA published, mouse	100	multi	17	1
VASA published, mouse	100	multi	18	5
VASA published, mouse	100	multi	19	8
VASA published, mouse	100	multi	20	52
VASA published, mouse	100	single	1	267776
VASA published, mouse	100	single	2	9809
VASA published, mouse	100	single	3	293
VASA published, mouse	100	single	4	6
VASA published, mouse	100	single	13	7
VASA published, mouse	100	single	15	6
VASA published, mouse	100	single	20	6
VASA published, mouse	104	multi	1	3551
VASA published, mouse	104	multi	2	3985
VASA published, mouse	104	multi	3	1845
VASA published, mouse	104	multi	4	1538
VASA published, mouse	104	multi	5	507
VASA published, mouse	104	multi	6	650
VASA published, mouse	104	multi	7	173
VASA published, mouse	104	multi	8	118
VASA published, mouse	104	multi	9	227
VASA published, mouse	104	multi	10	20
VASA published, mouse	104	multi	11	23
VASA published, mouse	104	multi	12	9
VASA published, mouse	104	multi	13	4
VASA published, mouse	104	multi	14	1
VASA published, mouse	104	multi	18	3
VASA published, mouse	104	multi	20	21
VASA published, mouse	104	single	1	87237
VASA published, mouse	104	single	2	2939
VASA published, mouse	104	single	3	169
VASA published, mouse	104	single	4	8
VASA published, mouse	104	single	20	12
VASA published, mouse	106	multi	1	4748
VASA published, mouse	106	multi	2	7396
VASA published, mouse	106	multi	3	3297
VASA published, mouse	106	multi	4	2444
VASA published, mouse	106	multi	5	1142
VASA published, mouse	106	multi	6	854
VASA published, mouse	106	multi	7	324
VASA published, mouse	106	multi	8	246
VASA published, mouse	106	multi	9	298
VASA published, mouse	106	multi	10	65
VASA published, mouse	106	multi	11	48
VASA published, mouse	106	multi	12	27
VASA published, mouse	106	multi	13	3
VASA published, mouse	106	multi	18	1
VASA published, mouse	106	multi	19	2
VASA published, mouse	106	multi	20	39
VASA published, mouse	106	single	1	128813
VASA published, mouse	106	single	2	4538
VASA published, mouse	106	single	3	206
VASA published, mouse	106	single	4	5
VASA published, mouse	106	single	11	2
VASA published, mouse	106	single	12	4
VASA published, mouse	106	single	18	1
VASA published, mouse	106	single	19	4
VASA published, mouse	106	single	20	28
VASA published, mouse	108	multi	1	7358
VASA published, mouse	108	multi	2	9377
VASA published, mouse	108	multi	3	4202
VASA published, mouse	108	multi	4	3980
VASA published, mouse	108	multi	5	1483
VASA published, mouse	108	multi	6	1490
VASA published, mouse	108	multi	7	364
VASA published, mouse	108	multi	8	300
VASA published, mouse	108	multi	9	493
VASA published, mouse	108	multi	10	88
VASA published, mouse	108	multi	11	49
VASA published, mouse	108	multi	12	19
VASA published, mouse	108	multi	13	8
VASA published, mouse	108	multi	14	1
VASA published, mouse	108	multi	15	1
VASA published, mouse	108	multi	18	2
VASA published, mouse	108	multi	19	2
VASA published, mouse	108	multi	20	59
VASA published, mouse	108	single	1	225486
VASA published, mouse	108	single	2	8359
VASA published, mouse	108	single	3	276
VASA published, mouse	108	single	4	9
VASA published, mouse	108	single	6	3
VASA published, mouse	108	single	12	1
VASA published, mouse	108	single	13	2
VASA published, mouse	108	single	14	2
VASA published, mouse	108	single	15	6
VASA published, mouse	108	single	17	1
VASA published, mouse	108	single	20	26
VASA published, mouse	112	multi	1	10454
